Angles,Carriage,SID,FX,FY,FZ,DetX,DetY,FXCorr,FYCorr,FZCorr,DetXCorr,DetYCorr
4.4,-13.042857142857201,1104.0,71.65494990915059,0.0,1100.7462384585199,-226.01485988753188,-212.97200274467468,72.44400941012385,-0.6749557208022579,1098.1182329358896,-226.03699583058136,-212.84272434225522
5.0,-15.042857142857201,1104.0,81.17708285055741,0.0,1099.798946693287,-228.01485988753188,-212.97200274467468,83.79591243995955,-0.6209787240225509,1097.4979762089217,-227.94782450658795,-212.85512022528633
5.7,-17.0428571428572,1104.0,92.60614657412029,0.0,1098.5413492371938,-230.01485988753188,-212.97200274467468,93.57522358358686,-0.7134093764307491,1094.912502357395,-229.81651749830414,-212.83106054009318
6.4,-19.0428571428572,1104.0,104.01884401292612,0.0,1097.1197827532983,-232.01485988753188,-212.97200274467468,103.96311467339115,-0.44131674746743116,1094.161006230713,-232.1172585697146,-212.8869990446701
7.0,-21.14285714285711,1104.0,113.40089797642571,0.0,1095.7709514120195,-234.1148598875318,-212.97200274467468,114.4253323060553,-0.6163028817838776,1092.2178775962102,-233.99633497607377,-212.88244779431324
7.7,-23.0428571428572,1104.0,124.87789155893725,0.0,1094.0454524851793,-236.01485988753188,-212.97200274467468,126.3615729680289,-0.9583209579555205,1090.2036489581717,-236.0590451748691,-212.8640143760297
8.4,-24.942857142857292,1104.0,136.33280639004514,0.0,1092.156655591139,-237.91485988753197,-212.97200274467468,137.38378005001653,-0.4172747508722026,1087.3551084359162,-238.0407951731172,-212.9312926860353
9.0,-27.14285714285711,1104.0,145.56079226155776,0.0,1090.4079280170322,-240.1148598875318,-212.97200274467468,145.6725714358052,-0.46429944625994324,1085.8675521530868,-240.264336704522,-212.9364979210872
9.7,-29.242857142857247,1104.0,156.7694178969056,0.0,1088.2166298740942,-242.21485988753193,-212.97200274467468,155.76014807480308,-0.6896005574398214,1083.749950997799,-242.3716665295282,-212.95767943877647
10.3,-31.242857142857247,1104.0,166.15478834559275,0.0,1086.20908187863,-244.21485988753193,-212.97200274467468,168.38764002135844,-0.6490391482163708,1083.70130412334,-244.37130702851044,-212.94106149764144
11.0,-33.342857142857156,1104.0,177.3102737528483,0.0,1083.7164105262211,-246.31485988753184,-212.97200274467468,178.84778393907632,-1.5104598908711049,1081.985105678129,-246.62331827010348,-212.65412900156144
11.7,-35.342857142857156,1104.0,188.53431693073261,0.0,1081.0619829264294,-248.31485988753184,-212.97200274467468,188.2921576886072,-1.42634639089728,1079.2413335331123,-248.57557079524742,-212.65328879194075
12.3,-37.342857142857156,1104.0,197.842689304717,0.0,1078.6583141765311,-250.31485988753184,-212.97200274467468,199.06018999657715,-1.4333426771358277,1078.1053592001185,-250.59864438808145,-212.67019886861246
13.0,-39.342857142857156,1104.0,209.0031068527698,0.0,1075.7045515228997,-252.31485988753184,-212.97200274467468,209.62282910752458,-1.6270715034895644,1073.7604081960833,-252.6328761240615,-212.68109851225407
13.6,-41.44285714285729,1104.0,218.15403572240206,0.0,1073.0449446387152,-254.41485988753197,-212.97200274467468,220.40144098759808,-0.9658813238254641,1070.9421146071268,-254.63886131756794,-212.74332878132589
