Angles,Carriage,SID,FX,FY,FZ,DetX,DetY,FXCorr,FYCorr,FZCorr,DetXCorr,DetYCorr
-19.4,60.43333333333317,1104.0,-306.2725562662753,0.0,1041.3178143741516,-152.53866941134152,-212.97200274467468,-313.83988681917236,2.732508294632117,1050.5954381352894,-152.6407682590702,-213.409556275308
-18.7,58.33333333333326,1104.0,-295.62340827325335,0.0,1045.7201466316158,-154.63866941134143,-212.97200274467468,-303.8090552742905,3.089048472901935,1056.2440300404846,-154.77587931095366,-213.47048608546268
-18.0,56.033333333333076,1104.0,-285.12142845660884,0.0,1049.9663939898494,-156.9386694113416,-212.97200274467468,-292.3682212069372,2.4805835814756056,1057.8461814196185,-157.0340767172991,-213.44098800589114
-17.4,53.83333333333326,1104.0,-276.30770131738643,0.0,1053.4813226819697,-159.13866941134143,-212.97200274467468,-281.4908150944376,2.6870126934736254,1059.6961595619293,-159.18404450325986,-213.4286523475187
-16.7,51.63333333333321,1104.0,-265.61268058074876,0.0,1057.4360343092276,-161.33866941134147,-212.97200274467468,-272.98349136520216,1.5578488035576687,1065.331290899861,-161.29490242399854,-213.26156547061782
-16.1,49.43333333333317,1104.0,-256.7220439124919,0.0,1060.700186189984,-163.53866941134152,-212.97200274467468,-261.0012865455177,1.4802658896406273,1067.3425520949872,-163.4816442066765,-213.18824802863247
-15.4,47.33333333333326,1104.0,-245.84062037210373,0.0,1064.3613262744575,-165.63866941134143,-212.97200274467468,-250.71485242236605,1.7679326967085496,1069.8405639819628,-165.5747528032504,-213.2338617662628
-14.7,45.23333333333312,1104.0,-234.91543748829224,0.0,1067.863599064568,-167.73866941134156,-212.97200274467468,-239.04068166660508,1.735479109007205,1072.7154200897774,-167.8048925081005,-213.2893793205652
-14.1,43.033333333333076,1104.0,-225.91763967843576,0.0,1070.7387048743603,-169.9386694113416,-212.97200274467468,-229.60435783300704,2.099976637033948,1075.942797331082,-169.8237034371377,-213.32017591565466
-13.4,40.93333333333317,1104.0,-214.91635212421653,0.0,1073.9445695431739,-172.03866941134152,-212.97200274467468,-218.80825079536953,1.636470648086764,1077.4387544031495,-171.92702031904517,-213.3127879384904
-12.7,38.73333333333312,1104.0,-203.9768762721995,0.0,1076.9901365162257,-174.23866941134156,-212.97200274467468,-207.76011169120557,1.5192422474075225,1080.87062093643,-174.0809710804365,-213.3251904991658
-12.1,36.83333333333326,1104.0,-194.585560112486,0.0,1079.4726933815011,-176.13866941134143,-212.97200274467468,-196.68645976961318,1.6840602726483358,1082.765277424383,-176.0813782953554,-213.36623224314303
-11.4,34.63333333333321,1104.0,-183.58037044522212,0.0,1082.219376782381,-178.33866941134147,-212.97200274467468,-187.3035781022415,1.6040305415830662,1084.1492953052662,-178.03224245938745,-213.17530381394835
-10.7,32.533333333333076,1104.0,-172.44261005234415,0.0,1084.8045273841512,-180.4386694113416,-212.97200274467468,-176.28669981677282,1.198809480876585,1086.500041633861,-180.297812232852,-213.26262027269885
-10.1,30.433333333333167,1104.0,-163.17153227222062,0.0,1086.891510691778,-182.53866941134152,-212.97200274467468,-165.6217425580626,0.9162549977554163,1089.5143351000702,-182.3220545517719,-213.12571424647638
-9.4,28.333333333333258,1104.0,-151.97852898141772,0.0,1089.1756664140942,-184.63866941134143,-212.97200274467468,-154.66172078977516,1.0046609487475582,1089.7443880022515,-184.24716450742207,-213.1223628940581
-8.8,26.333333333333258,1104.0,-142.5630299242448,0.0,1091.0041331169944,-186.63866941134143,-212.97200274467468,-144.3148094316073,0.859990824039235,1093.1182402712213,-186.296111392346,-213.14243312871804
-8.1,24.333333333333258,1104.0,-131.22162672575797,0.0,1092.9861181190795,-188.63866941134143,-212.97200274467468,-133.66894923349486,1.211204316265042,1095.720436821155,-188.3522368601156,-213.1817524627338
-7.4,22.333333333333258,1104.0,-119.85700528829602,0.0,1094.8049632709317,-190.63866941134143,-212.97200274467468,-122.79653093246625,0.9307836441974402,1098.1435411950524,-190.5265552516784,-213.1702291216215
-6.8,20.23333333333312,1104.0,-110.48464767704394,0.0,1096.2339209496167,-192.73866941134156,-212.97200274467468,-112.29832705668535,0.9725128382402858,1097.5479418798056,-192.52892460254625,-213.15395531081228
-6.1,18.23333333333312,1104.0,-99.0822014218683,0.0,1097.749090323058,-194.73866941134156,-212.97200274467468,-101.62600426642238,1.1433595512402683,1099.9804083525908,-194.4798707319488,-213.1440119145139
-5.4,16.23333333333312,1104.0,-87.66224457030668,0.0,1099.1004089218004,-196.73866941134156,-212.97200274467468,-89.88270250095614,0.8430319616779901,1101.3685365488436,-196.53174705599253,-213.12274571947094
-4.8,14.233333333333121,1104.0,-78.14700570554317,0.0,1100.128116611453,-198.73866941134156,-212.97200274467468,-79.37425243109257,0.7960809959742411,1102.9305304767672,-198.52072702351774,-213.13227418897077
-4.1,12.333333333333258,1104.0,-66.599845209952,0.0,1101.174624355762,-200.63866941134143,-212.97200274467468,-68.60158274202763,0.9111346302996236,1102.7213042886358,-200.56897361565592,-213.16567818102857
-3.5,10.333333333333258,1104.0,-57.06425431314874,0.0,1101.940817457741,-202.63866941134143,-212.97200274467468,-57.61707971108556,0.7227460276862777,1103.3465358897593,-202.5442594418201,-213.1254239663393
-2.8,8.233333333333121,1104.0,-45.696812521023915,0.0,1102.6819756249433,-204.73866941134156,-212.97200274467468,-46.2313480234801,0.714574492706177,1103.652467760092,-204.5797827964896,-213.14072609646814
-2.2,6.233333333333121,1104.0,-36.146807899288895,0.0,1103.1862597173258,-206.73866941134156,-212.97200274467468,-36.07822880472107,0.30826702154918084,1103.8013267752444,-206.6060903867576,-212.99389233349086
-1.5,4.133333333333212,1104.0,-24.766017598558744,0.0,1103.6216867730152,-208.83866941134147,-212.97200274467468,-25.10705490503446,0.3237159167183568,1103.6524330710752,-208.77583274755082,-213.03661543462943
-0.8,2.133333333333212,1104.0,-13.280913761083168,0.0,1103.8923865062718,-210.83866941134147,-212.97200274467468,-13.863089192414783,0.5296822947215449,1103.9429253635656,-210.789037138939,-213.14313271801066
-0.1,0.33333333333325754,1104.0,-1.5935091826184753,0.0,1103.9983185122696,-212.63866941134143,-212.97200274467468,-2.3774338388014518,-0.30814182739792123,1104.0444485621742,-212.7055119607454,-212.91377930965183
0.5,-1.6666666666667425,1104.0,7.967428523538082,0.0,1103.9579630628452,-214.63866941134143,-212.97200274467468,7.967428523538082,0.0,1103.9579630628452,-214.63866941134143,-212.97200274467468
1.2,-3.766666666666879,1104.0,19.3537648845592,0.0,1103.7578745562294,-216.73866941134156,-212.97200274467468,18.225371237409984,0.02160112793208172,1103.7583820043146,-216.68658208519565,-213.04049174684434
